,img_id,x0,y0,x1,y1,text,2020-10-18_2239,2020-10-18_2239_bin,2020-10-15_2308,2020-10-15_2308_bin,lr_test,lr_test_bin,2020-10-18_2239_dist,2020-10-18_2239_bin_dist,2020-10-15_2308_dist,2020-10-15_2308_bin_dist,lr_test_dist,lr_test_bin_dist
424,424,0.7036458333333333,0.8277777777777777,0.7520833333333333,0.8620370370370369,HFE1508,Le,vt15,vtIm,vt11,,,7,5,7,6,7,7
425,425,0.8213541666666667,0.8462962962962963,0.8776041666666667,0.8851851851851852,HKJ5129,,,,,,,7,7,7,7,7,7
426,426,0.728125,0.8537037037037037,0.7781250000000001,0.8907407407407408,HFE1508,ATyE18,arsry,213,7ogy,,,5,7,6,7,7,7
427,427,0.5088541666666667,0.37777777777777777,0.5515625000000001,0.4074074074074074,PUL2322,,,,,CE,,7,7,7,7,7,7
428,428,0.6765625,0.7657407407407407,0.7171875,0.7953703703703704,HFE1508,,,,,,,7,7,7,7,7,7
429,429,0.334375,0.3648148148148148,0.375,0.3888888888888889,HNK1653,,,,,,,7,7,7,7,7,7
430,430,0.3703125,0.725925925925926,0.409375,0.75,FBU6588,,,,,,,7,7,7,7,7,7
431,431,0.06510416666666667,0.8009259259259259,0.12291666666666667,0.8361111111111111,GNR3010,ia3510,YE,i53510,E3510,Gs3010,As3710,4,7,4,4,2,4
432,432,0.6484375,0.462037037037037,0.7161458333333334,0.5027777777777778,GXY0938,,,,,,,7,7,7,7,7,7
433,433,0.8114583333333333,0.487037037037037,0.8833333333333333,0.5351851851851852,HLN6622,,,,,,,7,7,7,7,7,7
434,434,0.2265625,0.7953703703703704,0.28229166666666666,0.8287037037037037,HBZ5426,,,,,,,7,7,7,7,7,7
435,435,0.8166666666666667,0.8777777777777778,0.88125,0.925,OLQ5844,,,,,,HSETY,7,7,7,7,7,7
436,436,0.3260416666666667,0.7351851851851852,0.3661458333333333,0.7592592592592592,OPR5778,,,,,,,7,7,7,7,7,7
437,437,0.8333333333333334,0.900925925925926,0.8989583333333334,0.9453703703703704,GOS3297,Pdi,,BISA257,,53319237,,7,7,4,7,6,7
438,438,0.684375,0.4398148148148148,0.740625,0.4796296296296296,GZQ9818,Grom1,EE18,FEE,Zoe1m,,,5,5,7,5,7,7
439,439,0.08385416666666666,0.4657407407407407,0.15520833333333334,0.5064814814814815,KLY8163,,,KLYBIE3,,lVEIE3,aa153,7,7,3,7,6,5
440,440,0.8552083333333333,0.7583333333333333,0.8953125000000001,0.7851851851851852,HHM8979,,,,,,,7,7,7,7,7,7
441,441,0.33125,0.3675925925925926,0.3734375,0.3935185185185185,HMY0945,,,,,,,7,7,7,7,7,7
442,442,0.8875,0.8361111111111111,0.9364583333333332,0.8722222222222222,HHP9487,,FNJag,,NCYigg,FASSait,SNeRag,7,7,7,7,7,7
443,443,0.2723958333333333,0.3796296296296297,0.3192708333333333,0.4064814814814815,HJU1782,,,,,,of,7,7,7,7,7,7
444,444,0.8057291666666667,0.8833333333333333,0.8677083333333334,0.9287037037037036,OWK7798,SMF7738p,,,MY779n,,argMYTINR,5,7,7,4,7,9
445,445,0.8333333333333334,0.9064814814814814,0.9026041666666668,0.9527777777777776,OWK7798,0MF7788,OwK7788,ONK7788,On7788,,On798,4,2,2,3,7,3
446,446,0.878125,0.9064814814814814,0.9635416666666669,0.9574074074074074,OXF8591,,los883i,07853,loB53i,05654,0F453,7,6,5,6,6,5
447,447,0.6166666666666667,0.44722222222222224,0.6770833333333334,0.4851851851851852,GXY0938,,,GATE,RIT03,RAY0333,,7,7,6,5,4,7
448,448,0.809375,0.8814814814814815,0.8729166666666666,0.926851851851852,HKJ6527,akBiz,,okJBsz7,nkez,,nyLot,7,7,5,7,7,7
449,449,0.653125,0.4546296296296296,0.7145833333333332,0.4916666666666666,HJN2224,,,,,,,7,7,7,7,7,7
450,450,0.6421875,0.44166666666666665,0.6973958333333333,0.4787037037037037,PUW0031,PURaa3,,,,,,4,7,7,7,7,7
451,451,0.3625,0.7148148148148148,0.40260416666666665,0.7425925925925926,FBU6588,,,,,,,7,7,7,7,7,7
452,452,0.1421875,0.4185185185185185,0.20208333333333334,0.4555555555555556,HDK1927,,,,,,,7,7,7,7,7,7
453,453,0.7380208333333333,0.8064814814814815,0.790625,0.837037037037037,OXF8591,,0vty,,0egy,ae,ryegy,7,7,7,7,7,7
454,454,0.2838541666666667,0.3944444444444444,0.33333333333333337,0.425,HNK1653,,,,,,,7,7,7,7,7,7
455,455,0.0625,0.8101851851851852,0.125,0.8444444444444444,HNU0047,HAL0047,WAUCOAT,HAL0047,WALGOAT,MAU0047,yas,2,6,2,7,2,7
456,456,0.740625,0.812037037037037,0.7916666666666666,0.8509259259259259,HOK0049,,,,,,,7,7,7,7,7,7
457,457,0.8046875,0.9037037037037036,0.8619791666666666,0.9444444444444444,HAB8252,,,,,,,7,7,7,7,7,7
458,458,0.8572916666666667,0.8888888888888888,0.9244791666666666,0.9351851851851852,OWX1132,,,,04K52,,aur132,7,7,7,6,7,4
459,459,0.7614583333333333,0.8287037037037037,0.8130208333333333,0.8657407407407407,GZT2284,,,3,,,,7,7,7,7,7,7
460,460,0.3067708333333333,0.3638888888888889,0.3489583333333333,0.3898148148148148,HIG8460,LTHTV,nNgum,THTI,11414,FI,T4714,7,7,7,6,6,6
461,461,0.1375,0.7685185185185185,0.19270833333333331,0.8018518518518518,HIJ7018,,,,,Tr,,7,7,7,7,7,7
462,462,0.6276041666666666,0.42777777777777776,0.6791666666666666,0.4592592592592593,GMF6891,,,,e,,,7,7,7,7,7,7
463,463,0.27291666666666664,0.3824074074074074,0.321875,0.4138888888888889,OWT9291,,,,,,,7,7,7,7,7,7
464,464,0.125,0.8138888888888889,0.18229166666666666,0.8425925925925926,HLP4643,WPard,LLPdeg,MP4,AIPdey,MEaed,Ege,6,5,5,6,7,7
465,465,0.5375,0.487962962962963,0.5989583333333333,0.5277777777777778,HNE8355,HMEIRS,HNETIRS,,,MMeDIAC,WM0356,5,4,7,7,7,5
466,466,0.8921875,0.8972222222222223,0.9640625,0.9518518518518518,PUQ2567,PUBRET,,,,PU2557,,5,7,7,7,2,7
467,467,0.7442708333333333,0.7972222222222223,0.7895833333333333,0.8231481481481482,HBM7683,imhg,omvg,hem27by,ay,,,7,7,7,7,7,7
468,468,0.2708333333333333,0.3824074074074074,0.3182291666666667,0.4101851851851852,HIG8460,AFe,L1Hdif,aTod,L114T44,2174,LIAL74,7,7,7,7,6,6
469,469,0.75625,0.8638888888888889,0.8067708333333333,0.9,HAK4420,aie,Arily,REILLY,raroly,FELL,aICY,7,6,7,7,7,7
470,470,0.928125,0.8546296296296296,0.9859375,0.899074074074074,HHP9487,WHGes,,,,HHgar,aTL,6,7,7,7,5,7
471,471,0.6265625,0.3851851851851852,0.6734375,0.4138888888888889,HJA0019,,,,,,,7,7,7,7,7,7
472,472,0.75625,0.8027777777777778,0.8026041666666667,0.8388888888888889,PVD1443,,,Biqn,,MY,barter,7,7,7,7,7,7
473,473,0.5671875,0.3805555555555555,0.6124999999999999,0.4101851851851852,HEM8830,oNlo,,,,,,7,7,7,7,7,7
474,474,0.22916666666666666,0.7185185185185186,0.26979166666666665,0.7435185185185186,OQL5979,,,,,,,7,7,7,7,7,7
475,475,0.81875,0.8722222222222222,0.8822916666666667,0.9185185185185184,HKR1725,,,,,,,7,7,7,7,7,7
476,476,0.0828125,0.8416666666666667,0.14479166666666665,0.8796296296296297,OLT3730,LT335,7373,LT335,Lr3ax,,1330,3,4,3,5,7,4
477,477,0.7765625,0.8148148148148148,0.8270833333333334,0.8509259259259259,HEF7653,,,,,,,7,7,7,7,7,7
478,478,0.8036458333333333,0.8435185185185186,0.8645833333333333,0.8851851851851852,HID5732,,,,,MILs,,7,7,7,7,6,7
479,479,0.3145833333333333,0.7638888888888888,0.3583333333333333,0.7935185185185185,PUJ9694,,,,idbd,,,7,7,7,7,7,7
480,480,0.5677083333333334,0.3759259259259259,0.6119791666666667,0.4037037037037037,HAO9821,,,,,,,7,7,7,7,7,7
481,481,0.6822916666666666,0.4666666666666667,0.7411458333333333,0.5037037037037038,HNM2550,,,,,,,7,7,7,7,7,7
482,482,0.7770833333333333,0.8324074074074074,0.8364583333333333,0.8694444444444445,HOG4056,004056,M4056,040E,40,IL2055,,3,3,5,5,5,7
483,483,0.17395833333333333,0.4425925925925926,0.24322916666666666,0.487037037037037,OWH1206,,,OW205,,,,7,7,3,7,7,7
484,484,0.5015625,0.362962962962963,0.5390625,0.387962962962963,NXY1599,,3,,,,,7,7,7,7,7,7
485,485,0.4354166666666667,0.3351851851851852,0.4760416666666667,0.3611111111111111,HBZ5345,Ti,ao,RT,RL,,,7,7,7,7,7,7
486,486,0.8723958333333334,0.9157407407407409,0.9479166666666669,0.9712962962962964,OWM2434,BEheat,YH2434,ONN2424,ONN2434,ONN2434,Can2434,7,3,3,2,2,3
487,487,0.7833333333333333,0.8305555555555556,0.8375,0.8712962962962963,HKR1725,,,,,,,7,7,7,7,7,7
488,488,0.3302083333333333,0.35462962962962963,0.3692708333333333,0.37777777777777777,OWT9291,,,,,,,7,7,7,7,7,7
489,489,0.2890625,0.3601851851851852,0.3328125,0.3861111111111111,OWL2818,Creed,,,oh,,,7,7,7,7,7,7
490,490,0.771875,0.8287037037037037,0.825,0.8666666666666667,HKR1725,,,,,,,7,7,7,7,7,7
491,491,0.7661458333333333,0.8148148148148148,0.8140625,0.8509259259259259,PVD1443,500icay,4Djean,0leay,0143,02ey,LZCRITH,7,6,7,4,7,7
492,492,0.5026041666666666,0.3694444444444445,0.5432291666666667,0.3953703703703704,NXY1599,,,,,,,7,7,7,7,7,7
493,493,0.8734375,0.9111111111111112,0.9520833333333332,0.9685185185185186,KRG0679,KoCGE79,KoC0879,KRCGR79,KOC0579,KRG0879,,4,3,3,3,1,7
494,494,0.7385416666666667,0.7898148148148149,0.7864583333333334,0.8222222222222223,JGD3192,,,,,,,7,7,7,7,7,7
495,495,0.07291666666666667,0.7453703703703703,0.1140625,0.7685185185185185,OQL5979,,Nae,aai,Caars,,,7,7,7,7,7,7
496,496,0.45625,0.38796296296296295,0.5052083333333334,0.41759259259259257,OWO6398,,,mn,,,,7,7,7,7,7,7
497,497,0.11510416666666665,0.8333333333333334,0.171875,0.8703703703703705,GYA9120,,GviA20,Gviaim,,,XE,7,4,6,7,7,7
498,498,0.8677083333333333,0.8046296296296296,0.9114583333333331,0.8351851851851851,HHP9487,,,we,,,,7,7,7,7,7,7
499,499,0.7536458333333333,0.4796296296296296,0.8203125,0.525,NXZ9223,,,Xa,,,,7,7,6,7,7,7
500,500,0.6296875,0.3925925925925926,0.6744791666666666,0.4212962962962963,HJR8637,,,,,,,7,7,7,7,7,7
501,501,0.25625,0.7111111111111111,0.296875,0.7416666666666667,GYE1926,,,,,,Cat,7,7,7,7,7,7
502,502,0.7932291666666667,0.8194444444444444,0.8463541666666666,0.8564814814814814,OLQ4774,,,dT7a,,,,7,7,6,7,7,7
503,503,0.22447916666666667,0.7675925925925926,0.2713541666666667,0.7953703703703704,JXE6737,,,Bemdr,,,,7,7,7,7,7,7
504,504,0.6088541666666667,0.4611111111111112,0.6708333333333334,0.5,PUL2322,PULTE,,,aR,PUL,,4,7,7,7,4,7
505,505,0.21145833333333333,0.3888888888888889,0.2609375,0.4203703703703704,PUB8659,,,UE,Rs,1,,7,7,6,7,7,7
506,506,0.309375,0.3611111111111111,0.3505208333333333,0.3861111111111111,HJU1782,,,,,STa,2aWan,7,7,7,7,7,7
507,507,0.0859375,0.8314814814814815,0.15,0.8731481481481481,PUV7302,,,pl7302,RJ7302,pS,AleT302,7,7,3,3,7,4
508,508,0.15885416666666666,0.8092592592592592,0.21302083333333333,0.8444444444444444,JXE6737,,,,,,,7,7,7,7,7,7
509,509,0.5557291666666667,0.3638888888888889,0.5942708333333334,0.3907407407407407,HJN2224,,,,,,,7,7,7,7,7,7
510,510,0.9302083333333332,0.812962962962963,0.984375,0.850925925925926,HIU6767,,,,,,,7,7,7,7,7,7
511,511,0.18333333333333326,0.7712962962962963,0.23229166666666665,0.8027777777777777,HLP4643,ad,andl,,,,aend,7,7,7,7,7,7
512,512,0.8125,0.4944444444444445,0.8791666666666667,0.5388888888888889,GZQ9818,,,20F418,205315,6d209313,C309a13,7,7,5,6,6,5
513,513,0.28541666666666665,0.7916666666666666,0.33541666666666664,0.8231481481481481,HML7732,,,,,re,,7,7,7,7,7,7
514,514,0.22291666666666668,0.787962962962963,0.2671875,0.8166666666666667,HFC9865,,,,,,,7,7,7,7,7,7
515,515,0.7625,0.825,0.8114583333333333,0.8620370370370369,GYL7161,ia,,,,,,7,7,7,7,7,7
516,516,0.2921875,0.3490740740740741,0.334375,0.3740740740740741,PUH9631,EEE,,,,,,7,7,7,7,7,7
517,517,0.3078125,0.3583333333333333,0.3458333333333333,0.3805555555555555,HYB7332,,,,,,YRID,7,7,7,7,7,6
518,518,0.8078125,0.9185185185185184,0.8682291666666667,0.9657407407407408,HAK4420,,,,,,,7,7,7,7,7,7
519,519,0.9182291666666668,0.8629629629629629,0.9765625,0.9018518518518518,HDB8834,8435,,,,204,134x4,5,7,7,7,6,6
520,520,0.621875,0.3925925925925926,0.6619791666666667,0.4185185185185185,HEA2914,,,,,,,7,7,7,7,7,7
521,521,0.34375,0.3527777777777778,0.3802083333333333,0.375,KLY8163,,ugTT,,,ms,,7,7,7,7,7,7
522,522,0.6036458333333333,0.3796296296296297,0.6473958333333333,0.4120370370370369,NXZ8855,,,,,veri,crfy,7,7,7,7,7,7
523,523,0.31197916666666664,0.3388888888888889,0.35104166666666664,0.362962962962963,PUH9631,ARE,MRT,,,,,7,7,7,7,7,7
524,524,0.734375,0.8037037037037037,0.7807291666666667,0.837037037037037,GZT2284,LI2a,L27,,,,,6,6,7,7,7,7
525,525,0.6822916666666666,0.44166666666666665,0.7442708333333333,0.4814814814814815,OLY3801,OLYHo,OLY3o,OLYMo,OLY30,,,4,3,4,2,7,7
526,526,0.8661458333333333,0.875,0.9296875,0.9203703703703704,HBM7683,783,7133,,,,,4,5,7,7,7,7
527,527,0.13125,0.8305555555555556,0.18645833333333334,0.8638888888888889,GYA9120,Gra92,,,crigim,Grd2M,,4,7,7,7,5,7
528,528,0.7166666666666667,0.4907407407407408,0.775,0.5305555555555556,HLX6972,,,,,,,7,7,7,7,7,7
529,529,0.27447916666666666,0.3740740740740741,0.3192708333333333,0.4027777777777778,OXK3632,1a,,,,,onMN,7,7,7,7,7,7
530,530,0.6953125,0.4657407407407407,0.7572916666666667,0.5064814814814815,OLV6696,OLVEESG,GLVEESS,OLEESG,GLVERYG,,,4,5,5,5,7,7
531,531,0.6682291666666667,0.3851851851851852,0.7244791666666667,0.4212962962962963,HHJ8897,,,,,,,7,7,7,7,7,7
532,532,0.7682291666666666,0.8212962962962963,0.8161458333333333,0.8592592592592593,GVQ5625,,,,,,,7,7,7,7,7,7
533,533,0.1609375,0.7842592592592592,0.2140625,0.8185185185185184,HLQ8827,WEEE7,REE,MEErEy7,WIRE,,,6,7,6,7,7,7
534,534,0.315625,0.3712962962962963,0.36354166666666665,0.4027777777777778,HNZ2566,oggy,wgogy,,,i,wpM3e,7,7,7,7,7,7
535,535,0.07760416666666667,0.45,0.14583333333333331,0.4925925925925926,PUB8659,,Te,,,,,7,7,7,7,7,7
536,536,0.30572916666666666,0.7907407407407407,0.353125,0.8212962962962963,HML7732,,,CT,mn,hn,TR,7,7,7,7,7,7
537,537,0.6526041666666667,0.4092592592592593,0.7041666666666666,0.4435185185185185,OWZ7427,oTTi,oarTi,,odFi,,,7,7,7,7,7,7
538,538,0.8192708333333333,0.7527777777777778,0.8624999999999999,0.7805555555555556,OPA7264,,,LT,,UTA,TX,7,7,7,7,6,7
539,539,0.1296875,0.7398148148148148,0.17395833333333335,0.7675925925925926,PUF0585,,,,,AY,,7,7,7,7,7,7
540,540,0.2953125,0.7194444444444444,0.3364583333333333,0.7444444444444445,FBU6588,,,,,,,7,7,7,7,7,7
541,541,0.8057291666666667,0.8268518518518518,0.859375,0.8648148148148148,HBM7683,xereps,120UL,wrens,Gwrs,awres,Lawnw,7,7,7,7,7,7
542,542,0.1671875,0.8157407407407408,0.23125,0.8555555555555556,HBZ5426,,,,,,,7,7,7,7,7,7
543,543,0.378125,0.7203703703703703,0.4203125,0.7518518518518518,GSW2909,,,,,,,7,7,7,7,7,7
544,544,0.2458333333333333,0.3851851851851852,0.29635416666666664,0.4157407407407408,PUH5288,,,BEOR,,,,7,7,7,7,7,7
545,545,0.8458333333333333,0.9120370370370372,0.909375,0.962962962962963,HBL7102,,,aM,,,,7,7,7,7,7,7
546,546,0.0921875,0.8240740740740741,0.15104166666666669,0.8638888888888889,HIM7206,HINTXIE,1TX,HWITXE,LiWwTX0E,WINIAE,,5,7,6,7,6,7
547,547,0.03072916666666666,0.9,0.1140625,0.9527777777777778,JXE6737,XEa737,xs5747,XEB737,car,,,2,5,2,7,7,7
548,548,0.7161458333333334,0.7564814814814815,0.759375,0.7925925925925926,HJA9815,,,,,,,7,7,7,7,7,7
549,549,0.7765625,0.8083333333333333,0.8260416666666667,0.8435185185185186,HBM7683,,,,,,,7,7,7,7,7,7
550,550,0.07291666666666667,0.7814814814814814,0.115625,0.8083333333333333,HNI1011,,,,Wool,,,7,7,7,7,7,7
551,551,0.4541666666666666,0.3638888888888889,0.4932291666666666,0.3861111111111111,HDJ2293,,,,,,,7,7,7,7,7,7
552,552,0.165625,0.4259259259259259,0.22447916666666667,0.462037037037037,HYB7332,,,,,,B73,7,7,7,7,7,4
553,553,0.3359375,0.35,0.3734375,0.3731481481481481,HIG8460,S110,ME,Ii,FILE,TY3,13,6,7,6,6,7,7
554,554,0.8911458333333333,0.9111111111111112,0.9692708333333332,0.9685185185185186,OQN7240,,OON7320,,,O0N724n,00X724n,7,3,7,7,2,4
555,555,0.8609375,0.9166666666666666,0.9364583333333334,0.974074074074074,GXQ4603,oxo4503,Gio453,aL503,am53,,82Gls,4,4,5,6,7,7
556,556,0.21666666666666667,0.7694444444444445,0.26302083333333337,0.7981481481481482,OMB5475,,,88ulla,,,,7,7,7,7,7,7
557,557,0.33645833333333336,0.3805555555555555,0.3838541666666667,0.4120370370370369,OWH1206,,,,,,,7,7,7,7,7,7
558,558,0.13697916666666668,0.7731481481481481,0.18229166666666669,0.799074074074074,OPO2166,,,,,,,7,7,7,7,7,7
559,559,0.3796875,0.3740740740740741,0.42291666666666666,0.4018518518518519,HHR8382,,,,,,,7,7,7,7,7,7
560,560,0.17604166666666668,0.7972222222222223,0.2302083333333333,0.8370370370370371,HFR8223,HERa1,eggs,HRal,ing,,,5,7,5,7,7,7
561,561,0.88125,0.8888888888888888,0.9552083333333332,0.948148148148148,HMZ1237,,,77237,,,,7,7,4,7,7,7
562,562,0.3171875,0.38333333333333336,0.3744791666666667,0.4148148148148149,HBZ7195,,,,,,,7,7,7,7,7,7
563,563,0.140625,0.4388888888888889,0.209375,0.4814814814814815,OWT9291,T5231,ONTS291,Sz,ORTS24,ONTS231,ORF5231,4,2,7,4,3,4
564,564,0.6307291666666667,0.4027777777777778,0.675,0.4314814814814815,HEA2914,,,,,,,7,7,7,7,7,7
565,565,0.7567708333333333,0.8194444444444444,0.8098958333333333,0.8583333333333333,HOK0049,LExCLEA,LIN,,FbJYgy,MEOley,,7,7,7,7,7,7
566,566,0.8463541666666666,0.8009259259259259,0.890625,0.8296296296296296,HBZ1864,,,,,,,7,7,7,7,7,7
567,567,0.76875,0.8138888888888889,0.8234375,0.8555555555555555,HID5732,,,toLD773,475,,,7,7,5,6,7,7
568,568,0.13385416666666666,0.8268518518518518,0.19166666666666665,0.8638888888888889,JXE6737,,,,,RYE,B83,7,7,7,7,6,6
569,569,0.6765625,0.4055555555555556,0.7255208333333333,0.4379629629629629,HKR3051,WEIL,,,,,,7,7,7,7,7,7
570,570,0.7119791666666667,0.4574074074074074,0.7697916666666668,0.4953703703703704,GZQ9818,GZOq1B,CZOIn,GZ0A18,CZuagIn,OZ04815,SZu4Q15,4,6,3,6,4,5
571,571,0.8848958333333333,0.8907407407407407,0.9583333333333334,0.949074074074074,OQU0214,O0U024,COU524,O0U324,DOU324,Lou0214,COU32,2,4,3,4,3,5
572,572,0.1421875,0.8037037037037037,0.19791666666666666,0.8425925925925926,OQP1077,,rsoT,,66try,,,7,7,7,7,7,7
573,573,0.6161458333333333,0.37222222222222223,0.6578124999999999,0.4009259259259259,HLN6622,,,,,,,7,7,7,7,7,7
574,574,0.41458333333333336,0.3583333333333333,0.453125,0.3824074074074074,HHR8382,,,,,,,7,7,7,7,7,7
575,575,0.9151041666666668,0.8388888888888889,0.9661458333333334,0.8768518518518519,HEW2232,,,,,,,7,7,7,7,7,7
576,576,0.09635416666666667,0.7805555555555556,0.13958333333333334,0.8055555555555556,HNI1011,xan,1541211,,190630,A130,190134,7,4,7,7,6,6
577,577,0.5619791666666667,0.3731481481481482,0.6020833333333334,0.400925925925926,GMF6891,,,,,,,7,7,7,7,7,7
578,578,0.7973958333333333,0.8564814814814815,0.8583333333333333,0.900925925925926,OLQ5844,nie,U3spe,U3Smee,,LInae,Sante,7,7,7,7,6,7
579,579,0.88125,0.7888888888888889,0.9265625,0.8212962962962963,HEW2232,VINE,AF,,,,,7,7,7,7,7,7
580,580,0.6598958333333333,0.4046296296296296,0.709375,0.437037037037037,HLN6622,,,,,,,7,7,7,7,7,7
581,581,0.8276041666666667,0.8712962962962963,0.8921875,0.9157407407407409,PUK3647,UV364,YUN1647,PUK164,UKIEE,UN364,OILY,3,3,2,5,3,7
582,582,0.1734375,0.4481481481481481,0.2401041666666667,0.4898148148148148,HLJ3822,,,,,Woiagzz,,7,7,7,7,7,7
583,583,0.6489583333333333,0.4092592592592593,0.7,0.4407407407407408,MQB2702,,,undoie,,td,,7,7,7,7,7,7
584,584,0.15,0.8287037037037037,0.2015625,0.8638888888888889,HFC9865,,,,,,,7,7,7,7,7,7
585,585,0.8859375,0.8,0.93125,0.8324074074074075,HEW2232,Homigs,,,,,,6,7,7,7,7,7
586,586,0.7515625,0.812962962962963,0.8015625000000001,0.8472222222222222,HEF9304,,,,,,,7,7,7,7,7,7
587,587,0.2796875,0.4287037037037037,0.3364583333333333,0.4657407407407407,HBY6045,ENTERS,EHTEDLS,,,,,7,7,7,7,7,7
588,588,0.17395833333333333,0.7814814814814814,0.2255208333333333,0.8138888888888889,HLZ7841,LTE,eLIEd,TE,TRA,ee,Lind,6,6,7,7,7,6
589,589,0.21770833333333334,0.4555555555555556,0.2859375,0.4981481481481481,HLX6042,HLXEDE2,HLXEDE2,HIXEDE2,WELZ,HIXE0e2,HMYXE042,3,3,4,7,3,3
590,590,0.559375,0.3657407407407408,0.59375,0.38703703703703707,HKR7647,,,,,,,7,7,7,7,7,7
591,591,0.7953125,0.8157407407407408,0.8421875,0.8518518518518519,NXY3839,AOThy,ACLnyy,MY,a,,,7,7,6,7,7,7
592,592,0.5817708333333333,0.362962962962963,0.6197916666666666,0.3898148148148149,HFU0455,,,,,,,7,7,7,7,7,7
593,593,0.26614583333333336,0.825,0.3229166666666667,0.8601851851851852,PUA2591,AU25k,aula3,Au5k,Au2381,,ud3500,4,7,5,5,7,6
594,594,0.8328125,0.8574074074074074,0.896875,0.9037037037037036,HKI1413,HCl412,Hel413,HCl413,m1413,HClJ413,,4,3,3,3,3,7
595,595,0.7739583333333333,0.8175925925925925,0.8276041666666666,0.8574074074074074,PUK3647,,,,,,,7,7,7,7,7,7
596,596,0.16979166666666667,0.7851851851851852,0.22083333333333333,0.8157407407407408,HBZ5559,,,,,,,7,7,7,7,7,7
597,597,0.1515625,0.8101851851851852,0.20520833333333333,0.8462962962962963,PUV7302,Lr,,,E1x02,,Stdan,7,7,7,5,7,7
598,598,0.13125,0.8157407407407408,0.18645833333333334,0.8527777777777779,OPJ4900,024500,,,,,,4,7,7,7,7,7
599,599,0.19375,0.7648148148148148,0.2401041666666667,0.7925925925925926,OQY6751,oSANI,,an,xeh,,,7,7,7,7,7,7
600,600,0.7901041666666667,0.8333333333333334,0.8484375000000001,0.8740740740740741,HID5732,HID733,treTY,,,,,2,7,7,7,7,7
601,601,0.7895833333333333,0.8537037037037037,0.8510416666666666,0.8972222222222223,HKX2300,,,,,Krin,,7,7,7,7,6,7
602,602,0.7291666666666666,0.4925925925925926,0.8041666666666666,0.5435185185185185,HHY1352,,,,,,,7,7,7,7,7,7
603,603,0.8020833333333334,0.8481481481481481,0.8578125000000001,0.8898148148148147,GYL7161,,,,,,,7,7,7,7,7,7
604,604,0.7854166666666667,0.44722222222222224,0.85625,0.4944444444444445,HIO8727,,,,,,,7,7,7,7,7,7
605,605,0.88125,0.900925925925926,0.9526041666666668,0.9555555555555556,OWX1132,OW153,WF192,,OWE132,OX,oY132,3,4,7,2,5,4
606,606,0.8989583333333333,0.825,0.9484375,0.8638888888888888,OWJ8517,,,,,,,7,7,7,7,7,7
607,607,0.8463541666666666,0.9166666666666666,0.9302083333333332,0.9694444444444444,HKF8570,HKF8570,MKF8577,HKF8570,HKF8570,HYF2570,HEF8570,0,2,0,0,2,1
608,608,0.21145833333333333,0.7981481481481482,0.2692708333333333,0.8361111111111111,HBZ5426,,,,,,,7,7,7,7,7,7
609,609,0.17239583333333333,0.3712962962962963,0.21875,0.4,OQZ5362,,,,,,,7,7,7,7,7,7
610,610,0.8302083333333333,0.7648148148148148,0.8666666666666667,0.7925925925925926,HHM8979,,,,,,,7,7,7,7,7,7
611,611,0.5536458333333333,0.3814814814814815,0.5989583333333333,0.4120370370370369,HGF6953,,,5,gi,,,7,7,6,7,7,7
612,612,0.8,0.8703703703703703,0.8666666666666667,0.9194444444444444,OPG1381,,22612g,,2261c,20613,2410,7,6,7,6,5,6
613,613,0.7390625,0.8611111111111112,0.7921874999999999,0.8981481481481481,HFE1508,,,,A,,,7,7,7,7,7,7
614,614,0.246875,0.7935185185185185,0.2994791666666667,0.8287037037037037,PUJ9694,,,PRA,PUR,,,7,7,6,5,7,7
615,615,0.7239583333333334,0.8055555555555556,0.7739583333333334,0.8462962962962963,OPG1381,,,,,,,7,7,7,7,7,7
616,616,0.859375,0.9175925925925926,0.9369791666666668,0.9731481481481482,HKJ6527,HJB57,HCBSZ7,HJE527,HKE527,HKE527,Ra6527,3,5,2,2,2,3
617,617,0.6223958333333334,0.387037037037037,0.6687500000000001,0.4166666666666666,MQB2702,,,,,,,7,7,7,7,7,7
618,618,0.11302083333333332,0.7972222222222223,0.1640625,0.8277777777777778,PUQ0346,Roar,20AE,S13034,334B,uae,30048,7,6,4,5,7,5
619,619,0.146875,0.8055555555555556,0.20104166666666667,0.8398148148148148,HBZ5559,ZF1258,,,13Sas,RES285,ee,6,7,7,7,6,7
620,620,0.7864583333333334,0.8212962962962963,0.8369791666666667,0.8564814814814815,OYE5311,,,,,,,7,7,7,7,7,7
621,621,0.8302083333333333,0.9324074074074076,0.8911458333333333,0.9814814814814816,HAB8252,,,,,,,7,7,7,7,7,7
622,622,0.3192708333333333,0.725,0.36041666666666666,0.7509259259259259,HIE4016,,,,Liva,,,7,7,7,7,7,7
623,623,0.6104166666666667,0.37777777777777777,0.6505208333333334,0.40648148148148144,GZQ9818,,,LIT,CIA,LI3414,423451,7,7,7,7,6,6
624,624,0.7359375,0.4527777777777778,0.7937500000000001,0.4916666666666667,HJR8637,,,,,,,7,7,7,7,7,7
625,625,0.228125,0.3907407407407407,0.2796875,0.4259259259259259,GVE4811,,EE,oral,,Oral,ori,7,6,7,7,7,7
626,626,0.7703125,0.8518518518518519,0.8307291666666666,0.8935185185185185,HLB7161,,,,,,,7,7,7,7,7,7
